,datetime,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,xG_Shot_Home,xG_Shot_Away,xG_Non-Shot_Home,xG_Non-Shot_Away,group,matchday
703,7-Dec-2021,Internazionale,MAD,INT,g,2,0,1.705,0,0.975,0.965,1.472,1.998,D,6
704,7-Dec-2021,Besiktas,DOR,BES,g,5,0,4.2,0,3.731,0.029,3.995,0.377,C,6
705,7-Dec-2021,FC Sheriff Tiraspol,SHK,FST,g,1,1,1.05,1.05,1.758,1.058,2.293,1.198,D,6
706,7-Dec-2021,Atletico Madrid,POR,ATL,g,1,3,1.05,2.121,1.594,3.898,1.111,0.47,B,6
707,8-Dec-2021,Malmo FF,JUV,MAL,g,1,0,1.05,0,2.165,0.199,1.528,0.441,H,6
708,8-Dec-2021,Chelsea,ZEN,CHE,g,3,3,3.15,3.15,2.14,2.384,1.671,2.545,H,6
709,8-Dec-2021,Young Boys,MAN,BSCY,g,1,1,1.05,1.05,1.157,1.391,0.649,1.88,F,6
710,8-Dec-2021,Sevilla FC,SAL,SEV,g,1,0,1.05,0,0.721,0.983,0.462,0.523,G,6
711,8-Dec-2021,Lille,WLF,LLE,g,1,3,1.05,2.934,0.651,2.386,1.124,0.674,G,6
712,8-Dec-2021,Barcelona,BMU,BAR,g,3,0,3.15,0,2.275,0.437,1.71,0.968,E,6
713,8-Dec-2021,Dynamo Kiev,BEN,KIEV,g,2,0,2.1,0,1.215,0.935,0.966,1.709,E,6
714,9-Dec-2021,Villarreal,ATA,VLR,g,2,3,2.1,3.15,1.92,1.823,2.238,0.793,F,6
715,15-Feb-2022,Manchester City,SCP,MNC,k,0,5,0,5.25,0.143,2.358,0.502,1.27,,
716,15-Feb-2022,Real Madrid,PSG,MAD,k,1,0,1.05,0,2.025,0.168,1.934,0.381,,
717,16-Feb-2022,Bayern Munich,SAL,BMU,k,1,1,1.05,1.05,1.041,2.49,0.743,3.178,,
718,16-Feb-2022,Liverpool,INT,LIV,k,0,2,0,2.1,0.486,1.578,1.444,1.299,,
719,22-Feb-2022,Lille,CHE,LLE,k,2,0,2.1,0,1.553,0.689,1.311,0.796,,
720,22-Feb-2022,Juventus,VLR,JUV,k,1,1,1.05,1.05,1.136,0.451,1.184,0.916,,
721,23-Feb-2022,Manchester United,ATL,MAN,k,1,1,1.05,1.05,1.632,0.451,0.806,0.483,,
722,23-Feb-2022,Ajax,BEN,AJX,k,2,2,2.1,2.1,1.736,1.967,1.174,1.03,,
723,8-Mar-2022,Internazionale,LIV,INT,k,0,1,0,1.05,1.982,0.39,2.154,0.535,,
724,8-Mar-2022,FC Salzburg,BMU,SAL,k,7,1,7.35,1.05,3.517,0.627,2.766,0.522,,
725,9-Mar-2022,Sporting CP,MNC,SCP,k,0,0,0,0,1.7,0.599,2.124,0.195,,
726,9-Mar-2022,Paris Saint-Germain,MAD,PSG,k,3,1,3.15,1.05,2.118,1.93,2.401,1.121,,
727,15-Mar-2022,Atletico Madrid,MAN,ATL,k,0,1,0,1.05,1.01,0.638,1.239,0.556,,
728,15-Mar-2022,Benfica,AJX,BEN,k,0,1,0,1.05,1.036,0.592,3.153,0.836,,
729,16-Mar-2022,Villarreal,JUV,VLR,k,0,3,0,3.15,1.475,2.392,1.287,0.878,,
730,16-Mar-2022,Chelsea,LLE,CHE,k,1,2,1.05,2.1,1.369,1.105,0.847,0.508,,
731,5-Apr-2022,Atletico Madrid,MNC,ATL,q,1,0,1.05,0,1.199,0,1.445,0.289,,
732,5-Apr-2022,Liverpool,BEN,LIV,q,1,3,1.05,3.15,0.945,3.796,0.626,2.271,,
733,6-Apr-2022,Real Madrid,CHE,MAD,q,1,3,1.05,3.15,1.616,0.952,1.525,0.502,,
734,6-Apr-2022,Bayern Munich,VLR,BMU,q,1,0,1.05,0,1.617,1.284,1.469,2.301,,
735,12-Apr-2022,Chelsea,MAD,CHE,q,2,3,2.1,3.15,1.212,2.842,1.286,2.857,,
736,12-Apr-2022,Villarreal,BMU,VLR,q,1,1,1.05,1.05,1.464,0.732,2.783,0.561,,
737,13-Apr-2022,Benfica,LIV,BEN,q,3,3,3.15,3.15,2.307,0.944,3.088,0.555,,
738,13-Apr-2022,Manchester City,ATL,MNC,q,0,0,0,0,0.807,0.974,1.006,1.187,,
739,26-Apr-2022,Real Madrid,MNC,MAD,s,4,3,4.2,3.15,3.307,1.62,1.739,0.98,,
740,27-Apr-2022,Villarreal,LIV,VLR,s,2,0,2.1,0,1.843,0.09,2.481,0.186,,
741,3-May-2022,Liverpool,VLR,LIV,s,2,3,2.1,3.15,1.478,1.587,0.86,1.607,,
742,4-May-2022,Manchester City,MAD,MNC,s,3,1,3.15,1.05,2.602,1.731,2.397,1.841,,
743,28-May-2022,Real Madrid,LIV,MAD,f,0,1,0,1.05,2.124,0.74,2.804,0.506,,
